id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1287739,Cozy Yellow room 2 miles from strip,6963952,Ron,,Unincorporated Areas,36.09369,-115.14024,Private room,28,31,170,2021-07-19,1.79,4,253,2,
1292212,Cozy Green room 2 miles from strip,6963952,Ron,,Unincorporated Areas,36.09376,-115.14154,Private room,28,31,151,2020-04-19,1.76,4,264,0,
1364502,The Birdbath- Small Private Casita,7404839,Barbara,,City of Las Vegas,36.16234,-115.25434,Entire home/apt,101,5,282,2021-10-20,3.13,2,0,25,
1375150,Las Vegas 1br ON STRIP Jockey Club,7054805,Eric,,Unincorporated Areas,36.11057,-115.17609,Entire home/apt,270,3,6,2016-06-20,0.07,6,236,0,
1484286,Stunning Retreat 15 mins from Strip - Near M Hotel,7941063,Monica,,Unincorporated Areas,35.97358,-115.16755,Entire home/apt,98,28,78,2020-03-15,0.90,1,194,0,
1502652,MGM Signature ★ LUXURY ★ 1bed 2bath,8028377,Mario,,Unincorporated Areas,36.10492,-115.16745,Entire home/apt,130,30,2,2021-05-25,0.59,2,300,2,
1503117,Luxurious TownHome in Las Vegas/NV USA,8030765,Renee,,City of Henderson,36.05819,-115.07452,Entire home/apt,114,30,4,2020-11-01,0.14,3,221,3,
1508532,Vdara deluxe suite (Bellagio fountain view) for 4.,8058178,Paul,,Unincorporated Areas,36.10956,-115.17946,Entire home/apt,207,1,581,2021-10-11,6.65,1,2,58,
1543417,"Self check-in, west side, near Red Rock",4169634,Michelle,,City of Las Vegas,36.14179,-115.30266,Private room,60,1,96,2021-10-17,0.97,3,65,28,
1557409,2Br Wyndham Grand Desert Resort c2,2995822,Kathy D,,Unincorporated Areas,36.10761,-115.16165,Entire home/apt,199,2,126,2021-09-21,1.97,40,0,11,
1670907,Nevada-Las Vegas-Boulevard Studio Condo,602654,Rey,,Unincorporated Areas,36.03359,-115.173,Entire home/apt,158,3,1,2016-01-07,0.01,11,66,0,
1671055,Nevada-Las Vegas-Boulevard 1 Bdrm Condo,602654,Rey,,Unincorporated Areas,36.03359,-115.173,Entire home/apt,184,3,4,2018-01-12,0.12,11,77,0,
1671132,Nevada-Las Vegas-Boulevard 2 Bdrm Condo,602654,Rey,,Unincorporated Areas,36.03359,-115.173,Entire home/apt,203,3,13,2021-04-01,0.13,11,58,1,
1708130,Beautiful 3Level 1700sq Townhouse,9012488,David Lewis,,Unincorporated Areas,36.08433,-115.26924,Entire home/apt,225,3,52,2021-09-14,0.70,2,39,6,
1750734,Las Vegas Retreat - 1bd/1ba - New!,8409820,Joanne,,City of Las Vegas,36.18475,-115.25851,Entire home/apt,50,30,14,2021-08-16,0.37,1,196,2,
1755476,MGM Signature Deluxe Suite,575684,LasVegasSuites,,Unincorporated Areas,36.10644,-115.16549,Entire home/apt,172,2,96,2021-08-23,1.06,13,132,3,
1779137,⭐SANITIZED & SAFE♥️TOP RATED 2BD⭐WALK TO STORES!,229154823,Sydnee,,Unincorporated Areas,36.11466,-115.18719,Entire home/apt,304,1,431,2021-10-15,4.73,6,0,102,
1789923,The Birdbath - Purple Room,7404839,Barbara,,City of Las Vegas,36.16286,-115.2473,Private room,54,5,147,2021-10-01,1.60,2,3,6,
1815600,2Br Lockoff Grand Desert Resort g3,2995822,Kathy D,,Unincorporated Areas,36.10761,-115.16165,Entire home/apt,199,3,104,2021-07-01,1.22,40,0,3,
1817386,"Tranquil Haven, North Vegas w/ Maid Service",9517585,Paul,,City of North Las Vegas,36.2735,-115.12992,Entire home/apt,95,31,6,2021-10-19,0.15,2,275,3,
1823142,3 bedroom . Views of Strip . Walk to all actions.,9544240,Your Las Vegas Stay,,Unincorporated Areas,36.11547,-115.18993,Entire home/apt,540,30,32,2021-06-01,1.34,3,229,13,
1971546,Beautiful  Home-Great Location *Sanitized*,9316346,Rae,,Unincorporated Areas,36.01223,-115.15391,Entire home/apt,241,2,61,2021-10-03,1.82,1,80,17,
2028477,Cozy Jr 1 Bedroom 2 mile from strip,6963952,Ron,,Unincorporated Areas,36.09506,-115.14083,Entire home/apt,43,31,77,2021-09-29,0.81,4,194,3,
2040846,VEGAS Huge Penthouse HotTub on Balcony Stripviews,5775724,Cassandra And Bryan,,Unincorporated Areas,36.11421,-115.1988,Entire home/apt,1045,1,357,2021-10-17,11.33,18,287,97,
2041301,Private Guest House with RV Parking,622264,Jeffrey,,Unincorporated Areas,36.06274,-115.20769,Entire home/apt,86,14,154,2021-10-03,1.70,1,252,8,
2051474,☀2Br❂ Wyndham Grand Desert Resort IB-❂F2,2995822,Kathy D,,Unincorporated Areas,36.10761,-115.16165,Entire home/apt,326,2,63,2016-08-03,0.73,40,1,0,
2084214,Private Room for rent,9598212,Monica,,City of Las Vegas,36.29252,-115.26438,Private room,149,31,0,,,1,365,0,
2097048,Convenient location 2 LV strip!  m,3475926,Joe,,Unincorporated Areas,36.10987,-115.2636,Entire home/apt,156,1,333,2021-10-11,4.72,7,249,63,
2102455,Quality retreat apartment. 5 min from the strip,7680826,Angel,,Unincorporated Areas,36.11869,-115.1334,Entire home/apt,156,3,252,2021-10-11,2.72,1,328,31,
2108968,☀2Br☀ Wyndham Grand Desert Resort FF3-IB,2995822,Kathy D,,Unincorporated Areas,36.10715,-115.16106,Entire home/apt,291,3,94,2021-07-25,1.14,40,7,4,
2113598,2Br Wyndham Grand Desert Resort e3,2995822,Kathy D,,Unincorporated Areas,36.10722,-115.16113,Entire home/apt,199,3,98,2021-09-01,1.27,40,0,8,
2113637,1Br Wyndham Grand Desert Resort e3,2995822,Kathy D,,Unincorporated Areas,36.10832,-115.16148,Entire home/apt,158,3,14,2021-05-31,0.59,40,0,1,
2168991,Nice quite house only mins to Strip,11065873,Margo,,Unincorporated Areas,36.14657,-115.31903,Private room,150,30,59,2017-09-08,0.64,1,263,0,
2234029,TRUMP Tower ★ 1bed 2bath ★ 59th Floor ★ Views,8028377,Mario,,Unincorporated Areas,36.1293,-115.17137,Entire home/apt,130,30,6,2020-11-25,0.07,2,252,1,
2243737,3 Bedrooms/2 Baths Townhouse,11460571,Andon,,City of Las Vegas,36.17749,-115.22296,Entire home/apt,235,2,90,2021-10-11,1.17,1,330,21,
2262891,"Private Pool, Spa, Game Room, Putting Green, WIFI!",3474397,Anthony,,City of Las Vegas,36.22647,-115.28938,Entire home/apt,433,3,116,2021-10-04,5.29,11,318,32,
2315691,Artistic Room with Positive Energy 420 Friendly,11825008,Ian,,Unincorporated Areas,36.04906,-115.23142,Private room,146,1,97,2021-10-17,1.74,3,87,26,
2324559,large fully furnished 3bdrm house,11873073,Richard,,Unincorporated Areas,35.99684,-115.20048,Entire home/apt,94,30,15,2019-04-19,0.16,1,312,0,
2352088,Million Dollar Corner 2BR on Strip,10859837,Julian,,Unincorporated Areas,36.10768,-115.17421,Entire home/apt,300,100,19,2014-07-22,0.20,1,365,0,
2370827,Artistic Master Suite Experience 420 Friendly,11825008,Ian,,Unincorporated Areas,36.05097,-115.23123,Private room,199,1,133,2021-10-17,4.08,3,76,43,
2371637,Quiet & Comfy close to attractions,12115866,Roby,,Unincorporated Areas,36.03442,-115.1449,Entire home/apt,70,180,7,2014-11-03,0.08,1,139,0,
2453319,Casita in Centennial Hills,12544359,Andy,,City of Las Vegas,36.28485,-115.25654,Entire home/apt,79,30,35,2021-05-31,0.41,1,32,4,
2462269,3 BDRM-Near Strip/CLEAN-SANITIZED/80 meg WIFI/Laun,643197,Theresa,,Unincorporated Areas,36.0985,-115.14897,Entire home/apt,128,30,113,2021-09-30,2.49,5,231,1,
2489745,2 BDRM-Close to Strip/80 mg WIFI/Laundry/SANITIZED,643197,Theresa,,Unincorporated Areas,36.09691,-115.1468,Entire home/apt,125,30,151,2021-07-17,1.68,5,258,4,
2489750,Minutes from Strip/Ldry/80 meg WIFI/SANITIZED,643197,Theresa,,City of Las Vegas,36.14839,-115.11705,Entire home/apt,202,5,202,2021-09-28,2.38,5,186,24,
2525806,4-Bedroom Grand Suite for New Years!,12933233,Bud,,Unincorporated Areas,36.11003,-115.16988,Entire home/apt,1200,3,7,2021-01-02,0.10,1,52,1,
2557252,2Br Lockoff Grand Desert Resort a2,2995822,Kathy D,,Unincorporated Areas,36.10706,-115.16026,Entire home/apt,199,2,130,2021-08-11,1.67,40,14,16,
2656867,"♠ Las Vegas, Polo Towers ~ Luxury 1 BR On STRIP  ♠",12609853,Vacation,,Unincorporated Areas,36.1028,-115.1739,Private room,107,2,11,2018-11-02,0.13,5,65,0,
2709980,Quiet and Tranquil Retreat minutes from Strip,3863047,Desiree,,Unincorporated Areas,36.04653,-115.23183,Entire home/apt,407,2,215,2021-10-06,2.42,1,262,37,
2793396,"♠ Las Vegas, Polo Towers Luxury Studio Suite ♠",12609853,Vacation,,Unincorporated Areas,36.10607,-115.17276,Private room,79,2,9,2018-10-07,0.11,5,153,0,
2875414,Awesome 1700sqft townhouse,9012488,David Lewis,,Unincorporated Areas,36.10552,-115.28694,Entire home/apt,225,31,29,2017-12-27,0.40,2,73,0,
2943419,2Br Lockoff Grand Desert Resort b2,2995822,Kathy D,,Unincorporated Areas,36.10704,-115.15999,Entire home/apt,199,2,85,2021-08-01,1.11,40,0,3,
2978572,SANITIZED SAFE FreeParking2BD2BA-NoResortFee,10933696,Maya,,Unincorporated Areas,36.11051,-115.18362,Entire home/apt,215,1,286,2021-09-28,3.87,12,80,25,
3073776,Amazing Lake Las Vegas 1 Bdm apt,15643135,Mike,,City of Henderson,36.10332,-114.92849,Entire home/apt,124,30,13,2019-10-20,0.14,1,253,0,
3114233,great house sleep twelve,1664772,Jorge Alejandro,,City of North Las Vegas,36.20839,-115.1599,Entire home/apt,288,3,177,2021-09-20,2.56,1,160,26,
3145192,LAS VEGAS GATED ESTATE,15967605,Ally/Jack,,Unincorporated Areas,36.04409,-115.1625,Entire home/apt,600,4,8,2021-07-14,0.17,10,347,1,
3154500,Nevada-Las Vegas-Boulevard 3 Bdrm Condo,602654,Rey,,Unincorporated Areas,36.03363,-115.17288,Entire home/apt,231,3,2,2016-02-20,0.03,11,29,0,
3167087,1BDRM GUESTHOUSE/COTTAGE AFFORDABLE,15967605,Ally/Jack,,Unincorporated Areas,36.04569,-115.15871,Entire home/apt,65,30,4,2021-07-15,0.06,10,19,2,
3231757,☀2Br Lockoff☀ Grand Desert Resort BB2-IB,2995822,Kathy D,,Unincorporated Areas,36.10757,-115.16105,Entire home/apt,199,2,70,2021-08-01,0.81,40,2,11,
3234933,3 Bedroom Best Suburb Clean Comfort Self CheckIn,10218263,Robb And June,,Unincorporated Areas,36.10501,-115.31198,Entire home/apt,96,60,13,2020-09-05,0.16,1,222,0,
3251721,SANITIZED SAFEModernRelaxing 2Bedroom 2Bath,10933696,Maya,,Unincorporated Areas,36.11207,-115.18901,Entire home/apt,281,1,281,2021-10-05,3.38,12,57,30,
3272905,"888 # 7, 2 Bedroom 2 Full Bath (Penthouse).",12018637,888,,Unincorporated Areas,36.13057,-115.1439,Entire home/apt,178,4,33,2019-11-10,0.43,268,0,0,
3284387,"Las Vegas Trop. Ave, NV, 1 Bdrm #1",1381289,Tawny,,Unincorporated Areas,36.0999,-115.21345,Entire home/apt,151,2,10,2021-05-21,0.12,1,30,3,
3294782,"Large 4BD home, giant jacuzzi, near the strip!",16647218,Yaniv,,Unincorporated Areas,36.02953,-115.12361,Entire home/apt,356,2,251,2021-10-10,3.08,1,319,43,
3352765,"Las Vegas 1BR Vacation Suite, Sleeps 4",9858795,Dragon,,Unincorporated Areas,36.10792,-115.16042,Entire home/apt,228,2,6,2015-05-25,0.07,1,350,0,
3353391,New House-Summerlin Area Near Strip.,7020957,Zee,,Unincorporated Areas,36.10341,-115.31361,Entire home/apt,135,30,26,2020-09-20,0.92,8,307,0,
3498712,Casa de Sinatra ~ NOT A PARTY HOUSE extended stays,623641,Aaron,,Unincorporated Areas,36.04946,-115.11853,Entire home/apt,600,30,88,2018-08-07,1.14,1,331,0,
3624207,The Grandview at Las Vegas,8136958,Breanna,,Unincorporated Areas,36.00786,-115.1764,Entire home/apt,350,3,0,,,1,358,0,
3657912,Polo Towers 2bedroom  on the strip #01,9464858,Eddie & Barbara,,Unincorporated Areas,36.10659,-115.17095,Entire home/apt,229,2,110,2021-09-25,1.29,21,62,4,
3734422,Polo Towers studio  on strip #1,9464858,Eddie & Barbara,,Unincorporated Areas,36.10659,-115.17095,Entire home/apt,117,2,53,2021-10-02,0.69,21,57,7,
3734997,PoloTowers 1bedr  on the strip #4,9464858,Eddie & Barbara,,Unincorporated Areas,36.10659,-115.17095,Entire home/apt,158,2,7,2021-08-09,0.08,21,65,2,
3736834,Polo Towers 2bedroom  on the strip #06,9464858,Eddie & Barbara,,Unincorporated Areas,36.10659,-115.17095,Entire home/apt,230,2,35,2021-09-11,0.45,21,64,11,
3736885,Polo Towers 2bedroom  on the strip #02,9464858,Eddie & Barbara,,Unincorporated Areas,36.10659,-115.17095,Entire home/apt,229,2,60,2020-03-08,0.94,21,59,0,
3780997,Serene Summerlin Condo,14022764,Naomi,,City of Las Vegas,36.1862,-115.31908,Entire home/apt,276,1,13,2017-08-02,0.26,1,317,0,
3788204,"888 S # 10, 3 BR 2 Bath Convention Center Condos.",12018637,888,,Unincorporated Areas,36.13139,-115.14369,Entire home/apt,166,2,13,2019-10-07,0.16,268,0,0,
3801532,Las Vegas Tropical Pool & Luxury Private Bedrooms,17128038,Franco,,Unincorporated Areas,36.24621,-115.27271,Private room,229,31,0,,,3,333,0,
3818113,Marriott Grand Chateau On The Strip 1BD,19056065,Tony,,Unincorporated Areas,36.10634,-115.16892,Entire home/apt,289,1,18,2021-09-14,0.45,4,234,2,
3905729,Paradise -free solar pool- 15 minutes to the strip,20228130,Paradise,,City of Las Vegas,36.21942,-115.29908,Entire home/apt,325,4,126,2021-09-28,1.48,1,315,28,
3923542,Relaxing Condo  (Long Term Rental 31+ Days),20324893,Andrew,,Unincorporated Areas,36.11103,-115.22323,Entire home/apt,76,30,13,2021-05-07,0.15,1,229,3,
3925611,"888 # 1, MGM Signature Deluxe Suite.",12018637,888,,Unincorporated Areas,36.10892,-115.16768,Private room,655,1,66,2021-01-18,1.33,268,363,1,
3925782,"888 # 2, MGM Signature Deluxe Suite.",12018637,888,,Unincorporated Areas,36.10764,-115.16516,Hotel room,655,1,53,2019-03-03,0.67,268,363,0,
4014326,Stay Together on The Strip - 1 Bedroom Suite,226780650,Stay Together,,Unincorporated Areas,36.1105,-115.17347,Entire home/apt,288,2,200,2021-10-04,2.74,15,244,28,
4024858,4 bdrm and hot tub minutes from the strip,20866230,Shaun,,Unincorporated Areas,36.03262,-115.20799,Entire home/apt,299,1,448,2021-10-03,7.22,1,259,82,
4041244,"Beautiful, upscale 5bed/3 full bath",20954117,Therron,,City of North Las Vegas,36.26227,-115.16587,Entire home/apt,469,3,250,2021-10-17,7.67,1,87,63,
4066692,Private Guest House,21090523,Maria,,Unincorporated Areas,36.12719,-115.09599,Entire home/apt,114,4,181,2021-10-18,2.31,1,143,21,
4068810,Palms Place --- City View 32nd Floor!,20488262,Harry,,Unincorporated Areas,36.11413,-115.20368,Entire home/apt,163,1,325,2021-10-11,4.28,1,49,42,
4091317,Comfortable and Relaxing!,21220444,Noman,,City of Las Vegas,36.19205,-115.28211,Entire home/apt,125,1,0,,,2,320,0,
4100282,BEAUTIFUL PLACE!!!,21220444,Noman,,Unincorporated Areas,36.13151,-115.14385,Entire home/apt,167,2,0,,,2,347,0,
4145427,Rest and Relax,5822272,Heather,,City of Henderson,35.98791,-114.92469,Private room,75,30,24,2017-10-30,0.29,1,352,0,
4171500,EXPERIENCE LAS VEGAS,85132,Sanford,,Unincorporated Areas,36.03483,-115.17408,Entire home/apt,286,2,2,2019-01-09,0.03,1,363,0,
4171517,Lake View Condo @ Lake Las Vegas - Long Term ONLY,12589804,Suzana,,City of Henderson,36.1047,-114.93108,Entire home/apt,104,30,22,2021-09-23,0.85,1,45,4,
4235499,Stay Together on The Strip - 1 Bdrm Apt w/View,226780650,Stay Together,,Unincorporated Areas,36.10968,-115.17394,Entire home/apt,231,1,196,2021-09-12,2.41,15,243,19,
4239736,MGM Signature 1 BR/ 2 BA/ Balcony/ Full Kitchen@,22000951,Donna,,Unincorporated Areas,36.10618,-115.16717,Entire home/apt,237,2,0,,,3,162,0,
4277821,Las Vegas  2 Bedroom Charming Condo,22208827,Luisa,,Unincorporated Areas,36.09417,-115.10577,Entire home/apt,89,30,27,2021-08-06,0.98,2,197,3,
4317823,Marriott Vegas Strip   1 bedroom,22416014,John,,Unincorporated Areas,36.10628,-115.16984,Entire home/apt,336,1,7,2018-01-11,0.10,1,358,0,
4349688,Luxurious Penthouse Condo in Vegas NO RESORT FEE,22554257,Mark,,Unincorporated Areas,36.10624,-115.16563,Entire home/apt,151,1,593,2021-10-17,7.83,1,250,91,
4360050,2BR Center Strip Condo Connected to Cosmopolitan,1188267,Nat,,Unincorporated Areas,36.11017,-115.17511,Entire home/apt,189,1,459,2021-09-24,5.62,5,53,63,
